rep,car_id,plate,well,gate_str,gate,parent_gate,CAR,subset,parent_subset,parent_CAR,count,freq,gmean_mfi,mean_mfi,gate_clean,count_per_bead,row,col,well_id,car_name,rep_type,stimmed,rep_lbl,gate_category
A,15,1,G3,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/CD39,CD39,CD8,FALSE,CD8,CD3,FALSE,2257,76.6,,,CD39,0.903161264505802,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/LAG3,LAG3,CD8,FALSE,CD8,CD3,FALSE,254,8.62,,,LAG3,0.101640656262505,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/PD1,PD1,CD8,FALSE,CD8,CD3,FALSE,32,1.09,,,PD1,0.0128051220488195,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD8,FALSE,CD8,CD3,FALSE,1588,53.9,,,CD127posCD27pos,0.635454181672669,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD8,FALSE,CD8,CD3,FALSE,210,7.12,,,CD127posCD27neg,0.0840336134453782,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD8,FALSE,CD8,CD3,FALSE,189,6.41,,,CD127negCD27neg,0.0756302521008403,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD8,FALSE,CD8,CD3,FALSE,2001,67.9,,,Naive,0.800720288115246,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,FALSE,CD8,CD3,FALSE,619,21,,,Mem,0.247699079631853,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,FALSE,CD8,CD3,FALSE,252,8.55,,,Eff,0.100840336134454,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,FALSE,CD8,CD3,FALSE,76,2.58,,,Emra,0.0304121648659464,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,FALSE,CD8,CD3,FALSE,183,6.21,,,CD62LnegCD25pos,0.0732292917166867,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,FALSE,CD8,CD3,FALSE,911,30.9,,,CD62LposCD25pos,0.364545818327331,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,FALSE,CD8,CD3,FALSE,1644,55.8,,,CD62LposCD25neg,0.657863145258103,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,FALSE,CD8,CD3,FALSE,209,7.09,,,CD62LnegCD25neg,0.0836334533813525,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,FALSE,CD8,CD3,FALSE,961,32.6,,,CD127negCD27pos,0.384553821528611,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/TIM3,TIM3,CD8,FALSE,CD8,CD3,FALSE,1871,63.5,,,TIM3,0.748699479791917,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,beads,beads,,FALSE,CD3,CD3,FALSE,2499,9.95,,,beads,1,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,112,91,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,112,91,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,638,76.4,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,638,76.4,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,577,79.1,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,577,79.1,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,1094,37.11,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,1094,37.11,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,102,82.97,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,102,82.97,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,771,92.3,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,771,92.3,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,606,83.1,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,606,83.1,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,2549,86.5,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,2549,86.5,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,118,96,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,TRUE,CD4,CD3,TRUE,118,96,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,521,62.35,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,TRUE,CD8,CD3,TRUE,521,62.35,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,729,100,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD4,FALSE,CD4,CD3,FALSE,729,100,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,1798,61.02,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,,,CD8,FALSE,CD8,CD3,FALSE,1798,61.02,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD39,CD39,CD3,TRUE,CD3,CD3,TRUE,877,92.2290763968073,45253.8654503991,69335.1550741163,CD39,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/CD39,CD39,CD3,FALSE,CD3,CD3,FALSE,2510,72.3766135458167,,,CD39,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/LAG3,LAG3,CD3,TRUE,CD3,CD3,TRUE,296,31.177027027027,1198.55743243243,10638.0574324324,LAG3,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/LAG3,LAG3,CD3,FALSE,CD3,CD3,FALSE,295,8.20583050847458,,,LAG3,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/PD1,PD1,CD3,TRUE,CD3,CD3,TRUE,50,12.3496,8389.52,10802.24,PD1,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/PD1,PD1,CD3,FALSE,CD3,CD3,FALSE,66,2.93939393939394,,,PD1,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/CD127posCD27pos,CD127posCD27pos,CD3,TRUE,CD3,CD3,TRUE,570,60.3949122807018,,,CD127posCD27pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127posCD27pos,CD127posCD27pos,CD3,FALSE,CD3,CD3,FALSE,2194,61.9652689152233,,,CD127posCD27pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127posCD27neg,CD127posCD27neg,CD3,TRUE,CD3,CD3,TRUE,69,9.20434782608696,,,CD127posCD27neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127posCD27neg,CD127posCD27neg,CD3,FALSE,CD3,CD3,FALSE,333,10.7324324324324,,,CD127posCD27neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127negCD27neg,CD127negCD27neg,CD3,TRUE,CD3,CD3,TRUE,16,1.92,,,CD127negCD27neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127negCD27neg,CD127negCD27neg,CD3,FALSE,CD3,CD3,FALSE,189,6.41,,,CD127negCD27neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/Naive,Naive,CD3,TRUE,CD3,CD3,TRUE,124,13.6538709677419,,,Naive,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Naive,Naive,CD3,FALSE,CD3,CD3,FALSE,2287,64.310931351115,,,Naive,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Mem,Mem,CD3,TRUE,CD3,CD3,TRUE,552,57.651268115942,,,Mem,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Mem,Mem,CD3,FALSE,CD3,CD3,FALSE,965,30.5015544041451,,,Mem,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Eff,Eff,CD3,TRUE,CD3,CD3,TRUE,267,28.0325842696629,,,Eff,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Eff,Eff,CD3,FALSE,CD3,CD3,FALSE,331,9.11087613293051,,,Eff,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Emra,Emra,CD3,TRUE,CD3,CD3,TRUE,15,1.56933333333333,,,Emra,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/Emra,Emra,CD3,FALSE,CD3,CD3,FALSE,94,2.56085106382979,,,Emra,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G3,CD3/CD62LnegCD25pos,CD62LnegCD25pos,CD3,TRUE,CD3,CD3,TRUE,312,32.8035256410256,,,CD62LnegCD25pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LnegCD25pos,CD62LnegCD25pos,CD3,FALSE,CD3,CD3,FALSE,269,7.9971375464684,,,CD62LnegCD25pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LposCD25pos,CD62LposCD25pos,CD3,TRUE,CD3,CD3,TRUE,438,45.8061643835617,,,CD62LposCD25pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LposCD25pos,CD62LposCD25pos,CD3,FALSE,CD3,CD3,FALSE,1402,43.6477888730385,,,CD62LposCD25pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LposCD25neg,CD62LposCD25neg,CD3,TRUE,CD3,CD3,TRUE,186,20.6634408602151,,,CD62LposCD25neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LposCD25neg,CD62LposCD25neg,CD3,FALSE,CD3,CD3,FALSE,1774,53.0226606538895,,,CD62LposCD25neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LnegCD25neg,CD62LnegCD25neg,CD3,TRUE,CD3,CD3,TRUE,22,2.30181818181818,,,CD62LnegCD25neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD62LnegCD25neg,CD62LnegCD25neg,CD3,FALSE,CD3,CD3,FALSE,231,6.70333333333333,,,CD62LnegCD25neg,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127negCD27pos,CD127negCD27pos,CD3,TRUE,CD3,CD3,TRUE,303,35.1780528052805,,,CD127negCD27pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/CD127negCD27pos,CD127negCD27pos,CD3,FALSE,CD3,CD3,FALSE,961,32.6,,,CD127negCD27pos,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G3,CD3/TIM3,TIM3,CD3,TRUE,CD3,CD3,TRUE,865,90.3184971098266,5825.0485549133,9371.95953757226,TIM3,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/TIM3,TIM3,CD3,FALSE,CD3,CD3,FALSE,2182,60.5211274060495,,,TIM3,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G3,CD3/CD25,CD25,CD3,TRUE,CD3,CD3,TRUE,1500,78.5802666666667,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD25,CD25,CD3,FALSE,CD3,CD3,FALSE,3342,51.6092399760622,,,CD25,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD27,CD27,CD3,TRUE,CD3,CD3,TRUE,1746,91.2098969072165,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD27,CD27,CD3,FALSE,CD3,CD3,FALSE,6310,85.846941362916,,,CD27,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD127,CD127,CD3,TRUE,CD3,CD3,TRUE,1278,68.5639280125196,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G3,CD3/CD127,CD127,CD3,FALSE,CD3,CD3,FALSE,5054,72.265120696478,,,CD127,,G,3,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Activation
A,15,1,G4,Lymphocytes,Lymphocytes,,FALSE,CD3,CD3,FALSE,5600,24.2,,,lymphocytes,2.23552894211577,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR,Live CAR,Lymphocytes,TRUE,CD3,CD3,FALSE,840,15,,,live_car,0.335329341317365,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4,CD4,Live CAR,TRUE,CD3,CD3,TRUE,110,13.1,,,CD4,0.0439121756487026,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/CD39,CD39,CD4,TRUE,CD4,CD3,TRUE,79,71.8,12512,36973,CD39,0.0315369261477046,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/LAG3,LAG3,CD4,TRUE,CD4,CD3,TRUE,26,23.6,945,1287,LAG3,0.0103792415169661,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/PD1,PD1,CD4,TRUE,CD4,CD3,TRUE,20,18.2,9299,9865,PD1,0.00798403193612774,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD4,TRUE,CD4,CD3,TRUE,90,81.8,,,CD127posCD27pos,0.0359281437125749,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD4,TRUE,CD4,CD3,TRUE,16,14.5,,,CD127posCD27neg,0.0063872255489022,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD4,TRUE,CD4,CD3,TRUE,0,0,,,CD127negCD27neg,0,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD4,TRUE,CD4,CD3,TRUE,10,9.09,,,Naive,0.00399201596806387,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD4,TRUE,CD4,CD3,TRUE,64,58.2,,,Mem,0.0255489021956088,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD4,TRUE,CD4,CD3,TRUE,33,30,,,Eff,0.0131736526946108,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD4,TRUE,CD4,CD3,TRUE,3,2.73,,,Emra,0.00119760479041916,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD4,TRUE,CD4,CD3,TRUE,40,36.4,,,CD62LnegCD25pos,0.0159680638722555,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD4,TRUE,CD4,CD3,TRUE,53,48.2,,,CD62LposCD25pos,0.0211576846307385,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD4,TRUE,CD4,CD3,TRUE,14,12.7,,,CD62LposCD25neg,0.00558882235528942,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD4,TRUE,CD4,CD3,TRUE,3,2.73,,,CD62LnegCD25neg,0.00119760479041916,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD4,TRUE,CD4,CD3,TRUE,4,3.64,,,CD127negCD27pos,0.00159680638722555,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/TIM3,TIM3,CD4,TRUE,CD4,CD3,TRUE,91,82.7,4277,7708,TIM3,0.0363273453093812,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8,CD8,Live CAR,TRUE,CD3,CD3,TRUE,714,85,,,CD8,0.28502994011976,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/CD39,CD39,CD8,TRUE,CD8,CD3,TRUE,678,94.9,47458,72628,CD39,0.270658682634731,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/LAG3,LAG3,CD8,TRUE,CD8,CD3,TRUE,199,27.9,1131,10298,LAG3,0.0794411177644711,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/PD1,PD1,CD8,TRUE,CD8,CD3,TRUE,15,2.11,6842,10505,PD1,0.00598802395209581,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD8,TRUE,CD8,CD3,TRUE,426,59.7,,,CD127posCD27pos,0.170059880239521,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD8,TRUE,CD8,CD3,TRUE,33,4.63,,,CD127posCD27neg,0.0131736526946108,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD8,TRUE,CD8,CD3,TRUE,18,2.53,,,CD127negCD27neg,0.00718562874251497,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD8,TRUE,CD8,CD3,TRUE,102,14.3,,,Naive,0.0407185628742515,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,TRUE,CD8,CD3,TRUE,427,59.8,,,Mem,0.170459081836327,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,TRUE,CD8,CD3,TRUE,176,24.7,,,Eff,0.0702594810379242,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,TRUE,CD8,CD3,TRUE,8,1.12,,,Emra,0.0031936127744511,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Differentiation
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,TRUE,CD8,CD3,TRUE,201,28.1,,,CD62LnegCD25pos,0.0802395209580838,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,TRUE,CD8,CD3,TRUE,325,45.5,,,CD62LposCD25pos,0.129740518962076,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,TRUE,CD8,CD3,TRUE,161,22.6,,,CD62LposCD25neg,0.0642714570858284,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,TRUE,CD8,CD3,TRUE,27,3.79,,,CD62LnegCD25neg,0.0107784431137725,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,TRUE,CD8,CD3,TRUE,236,33.1,,,CD127negCD27pos,0.0942115768463074,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/TIM3,TIM3,CD8,TRUE,CD8,CD3,TRUE,660,92.4,5957,9185,TIM3,0.263473053892216,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,Exhaustion
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live Untr,Live Untr,Lymphocytes,FALSE,CD3,CD3,FALSE,3483,62.2,,,live_untr,1.39041916167665,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
A,15,1,G4,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4,CD4,Live Untr,FALSE,CD3,CD3,FALSE,731,21,,,CD4,0.291816367265469,G,4,A15,COMB.opt.27aa,1:8,TRUE,1:8a,
