rep,car_id,plate,well,gate_str,gate,parent_gate,CAR,subset,parent_subset,parent_CAR,count,freq,gmean_mfi,mean_mfi,gate_clean,count_per_bead,row,col,well_id,car_name,rep_type,stimmed,rep_lbl,gate_category
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,TRUE,CD8,CD3,TRUE,55,15.6,,,Mem,0.0298588490770901,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,TRUE,CD8,CD3,TRUE,88,25,,,Eff,0.0477741585233442,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,TRUE,CD8,CD3,TRUE,107,30.4,,,Emra,0.0580890336590662,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,TRUE,CD8,CD3,TRUE,87,24.7,,,CD62LnegCD25pos,0.0472312703583062,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,TRUE,CD8,CD3,TRUE,89,25.3,,,CD62LposCD25pos,0.0483170466883822,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,TRUE,CD8,CD3,TRUE,57,16.2,,,CD62LposCD25neg,0.0309446254071661,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,TRUE,CD8,CD3,TRUE,119,33.8,,,CD62LnegCD25neg,0.0646036916395223,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,TRUE,CD8,CD3,TRUE,33,9.38,,,CD127negCD27pos,0.0179153094462541,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/TIM3,TIM3,CD8,TRUE,CD8,CD3,TRUE,61,17.3,2293,3112,TIM3,0.0331161780673181,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr,Live Untr,Lymphocytes,FALSE,CD3,CD3,FALSE,283,14.4,,,live_untr,0.153637350705755,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4,CD4,Live Untr,FALSE,CD3,CD3,FALSE,114,40.3,,,CD4,0.0618892508143323,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/CD39,CD39,CD4,FALSE,CD4,CD3,FALSE,47,41.2,2026,9749,CD39,0.0255157437567861,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/LAG3,LAG3,CD4,FALSE,CD4,CD3,FALSE,2,1.75,2.75,47,LAG3,0.001085776330076,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/PD1,PD1,CD4,FALSE,CD4,CD3,FALSE,0,0,1654,1735,PD1,0,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD4,FALSE,CD4,CD3,FALSE,51,44.7,,,CD127posCD27pos,0.0276872964169381,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD4,FALSE,CD4,CD3,FALSE,49,43,,,CD127posCD27neg,0.0266015200868621,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD4,FALSE,CD4,CD3,FALSE,13,11.4,,,CD127negCD27neg,0.00705754614549403,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD4,FALSE,CD4,CD3,FALSE,44,38.6,,,Naive,0.0238870792616721,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD4,FALSE,CD4,CD3,FALSE,41,36,,,Mem,0.0222584147665581,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD4,FALSE,CD4,CD3,FALSE,25,21.9,,,Eff,0.0135722041259501,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD4,FALSE,CD4,CD3,FALSE,4,3.51,,,Emra,0.00217155266015201,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD4,FALSE,CD4,CD3,FALSE,9,7.89,,,CD62LnegCD25pos,0.00488599348534202,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD4,FALSE,CD4,CD3,FALSE,31,27.2,,,CD62LposCD25pos,0.0168295331161781,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD4,FALSE,CD4,CD3,FALSE,49,43,,,CD62LposCD25neg,0.0266015200868621,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD4,FALSE,CD4,CD3,FALSE,25,21.9,,,CD62LnegCD25neg,0.0135722041259501,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD4,FALSE,CD4,CD3,FALSE,1,0.88,,,CD127negCD27pos,0.000542888165038002,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/TIM3,TIM3,CD4,FALSE,CD4,CD3,FALSE,2,1.75,1352,1532,TIM3,0.001085776330076,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8,CD8,Live Untr,FALSE,CD3,CD3,FALSE,139,49.1,,,CD8,0.0754614549402823,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/CD39,CD39,CD8,FALSE,CD8,CD3,FALSE,100,71.9,7027,20343,CD39,0.0542888165038002,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/LAG3,LAG3,CD8,FALSE,CD8,CD3,FALSE,11,7.91,258,286,LAG3,0.00597176981541802,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/PD1,PD1,CD8,FALSE,CD8,CD3,FALSE,0,0,1758,1844,PD1,0,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD8,FALSE,CD8,CD3,FALSE,27,19.4,,,CD127posCD27pos,0.0146579804560261,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD8,FALSE,CD8,CD3,FALSE,49,35.3,,,CD127posCD27neg,0.0266015200868621,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD8,FALSE,CD8,CD3,FALSE,54,38.8,,,CD127negCD27neg,0.0293159609120521,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD8,FALSE,CD8,CD3,FALSE,46,33.1,,,Naive,0.0249728555917481,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,FALSE,CD8,CD3,FALSE,26,18.7,,,Mem,0.0141150922909881,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,FALSE,CD8,CD3,FALSE,26,18.7,,,Eff,0.0141150922909881,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,FALSE,CD8,CD3,FALSE,41,29.5,,,Emra,0.0222584147665581,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,FALSE,CD8,CD3,FALSE,9,6.47,,,CD62LnegCD25pos,0.00488599348534202,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,FALSE,CD8,CD3,FALSE,35,25.2,,,CD62LposCD25pos,0.0190010857763301,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,FALSE,CD8,CD3,FALSE,34,24.5,,,CD62LposCD25neg,0.0184581976112921,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,FALSE,CD8,CD3,FALSE,61,43.9,,,CD62LnegCD25neg,0.0331161780673181,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,FALSE,CD8,CD3,FALSE,9,6.47,,,CD127negCD27pos,0.00488599348534202,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/TIM3,TIM3,CD8,FALSE,CD8,CD3,FALSE,7,5.04,1673,1930,TIM3,0.00380021715526602,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,beads,beads,,FALSE,CD3,CD3,FALSE,1842,11.9,,,beads,1,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,311,60.7,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,311,60.7,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,176,50,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,176,50,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,40,35.09,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,40,35.09,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,44,31.67,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,44,31.67,,,CD25,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,147,28.74,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,147,28.74,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,107,30.38,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,107,30.38,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,52,45.58,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,52,45.58,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,36,25.87,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,36,25.87,,,CD27,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,400,78.2,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,TRUE,CD4,CD3,TRUE,400,78.2,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,182,51.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,TRUE,CD8,CD3,TRUE,182,51.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,100,87.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD4,FALSE,CD4,CD3,FALSE,100,87.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,76,54.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,,,CD8,FALSE,CD8,CD3,FALSE,76,54.7,,,CD127,,A,1,A1,CD28,1:4,TRUE,1:4a,Activation
A,1,2,A1,CD3/CD39,CD39,CD3,TRUE,CD3,CD3,TRUE,612,72.897385620915,10650.0277777778,25951.5,CD39,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/CD39,CD39,CD3,FALSE,CD3,CD3,FALSE,147,62.0843537414966,5428.04081632653,16955.8027210884,CD39,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/LAG3,LAG3,CD3,TRUE,CD3,CD3,TRUE,352,41.175,1260.61931818182,2144.49715909091,LAG3,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/LAG3,LAG3,CD3,FALSE,CD3,CD3,FALSE,13,6.96230769230769,218.730769230769,249.230769230769,LAG3,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/PD1,PD1,CD3,TRUE,CD3,CD3,TRUE,113,19.8805309734513,2721.91150442478,3107.6814159292,PD1,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/PD1,PD1,CD3,FALSE,CD3,CD3,FALSE,0,,,,PD1,,A,1,A1,CD28,1:4,TRUE,1:4a,Exhaustion
A,1,2,A1,CD3/CD127posCD27pos,CD127posCD27pos,CD3,TRUE,CD3,CD3,TRUE,209,24.488038277512,,,CD127posCD27pos,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/CD127posCD27pos,CD127posCD27pos,CD3,FALSE,CD3,CD3,FALSE,78,35.9423076923077,,,CD127posCD27pos,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/CD127posCD27neg,CD127posCD27neg,CD3,TRUE,CD3,CD3,TRUE,373,45.6906166219839,,,CD127posCD27neg,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/CD127posCD27neg,CD127posCD27neg,CD3,FALSE,CD3,CD3,FALSE,98,39.15,,,CD127posCD27neg,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/CD127negCD27neg,CD127negCD27neg,CD3,TRUE,CD3,CD3,TRUE,237,30.7143459915612,,,CD127negCD27neg,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/CD127negCD27neg,CD127negCD27neg,CD3,FALSE,CD3,CD3,FALSE,67,33.4835820895522,,,CD127negCD27neg,,A,1,A1,CD28,1:4,TRUE,1:4a,
A,1,2,A1,CD3/Naive,Naive,CD3,TRUE,CD3,CD3,TRUE,217,25.5552995391705,,,Naive,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Naive,Naive,CD3,FALSE,CD3,CD3,FALSE,90,35.7888888888889,,,Naive,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Mem,Mem,CD3,TRUE,CD3,CD3,TRUE,261,35.016091954023,,,Mem,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Mem,Mem,CD3,FALSE,CD3,CD3,FALSE,67,29.2865671641791,,,Mem,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Eff,Eff,CD3,TRUE,CD3,CD3,TRUE,220,25.48,,,Eff,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Eff,Eff,CD3,FALSE,CD3,CD3,FALSE,51,20.2686274509804,,,Eff,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Emra,Emra,CD3,TRUE,CD3,CD3,TRUE,166,23.6825301204819,,,Emra,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/Emra,Emra,CD3,FALSE,CD3,CD3,FALSE,45,27.1897777777778,,,Emra,,A,1,A1,CD28,1:4,TRUE,1:4a,Differentiation
A,1,2,A1,CD3/CD62LnegCD25pos,CD62LnegCD25pos,CD3,TRUE,CD3,CD3,TRUE,213,24.6408450704225,,,CD62LnegCD25pos,,A,1,A1,CD28,1:4,TRUE,1:4a,
